ingredient_name,n_products
alpha glycerylphosphorylcholine,2
inert ingredients,2
calcium d-glucarate tetrahydrate,2
konjac glucomannan,2
calcium d-pantothenate,2
calcium disodium edta,2
"pine pollen, raw",2
arginine silicate inositol,2
cat s claw root extract,2
arginine pyroglutamate,2
innovative enzyme,2
whole food phytoalgae organic mushroom blend,2
linumlife complex,2
pineapple extract,2
argidium blend,2
vitamin minerals,2
linolenic acid,2
sytrinol,2
cat s claw inner bark extract,2
inositol nicotinate,2
synovx performance proprietary blend,2
"pine pollen pollen extract, dry",2
"california poppy, fresh",2
organic apple cider vinegar,2
proprietary blend of cultures,2
indian assam black tea,2
"arnica extract, powder",2
weight loss plus blend,2
indian frankincense gum extract,2
american ginseng rhizome extract,2
lipa4 lipase,2
alpha amino hydration blend,2
"catnip extract, powder",2
indian madder,2
catnip extract,2
"lion s mane mushroom, fermented",2
"indian sarsaparilla root extract, dry",2
indian snakeroot extract,2
indian tinospora,2
"arjuna bark extract, dry",2
optipure,2
konjac root extract,2
"pine pollen extract, dry",2
isomalto-oligosaccharides,2
"piper kadsura stem extract, dry",2
"licorice aqueous extract, deglycyrrhizinated",2
opti-pure,2
"tangerine fruit extract, powder",2
organic aloe vera,2
antioxidant phytonutrient complex,2
preticx prebiotic,2
"lemon fruit extract, powder",2
antioxidant immune support blend,2
kava kava,2
"kava kava root extract, dry",2
carotenoid blend/mix,2
"lemon bioflavonoids, powder",2
alphasize alpha gpc,2
white willow extract,2
prenatal botanicals,2
"kiwi extract, powder",2
antioxidant fruit and energy proprietary blend,2
optimalamino eaa blend,2
"watercress extract, powder",2
"tarragon leaf extract, dry",2
carob powder,2
"carqueja, powder",2
antioxidant proprietary blend,2
"kelp extract, powder",2
calendula flower extract,2
"prickly poppy herb extract, dry",2
"lemon peel extract, powder",2
kiwi fruit extract,2
lemon peel extract,2
"prickly pear cactus, powder",2
"prickly pear cactus extract, powder",2
water shedding complex,2
kaempferol,2
prickly pear cactus extract,2
lemon peel essential oil,2
"kalanchoe pinnata leaf, stem extract, dried",2
"kalanchoe pinnata leaf, stem extract, dry",2
"water, distilled",2
prickly pear cactus,2
"kale extract, powder",2
"carrot extract, powder",2
opti-biome,2
"water, filtered, structured",2
prickly ash powder,2
kiwi,2
"tansy, powder",2
probiotic fermented multi-culture,2
"pregnenolone, micronized",2
carnosine,2
organic alkalizing green superfoods,2
"waterhemp, powder",2
carnitine fumarate,2
legumase,2
kickstart blend,2
"tao ren kernel extract, dry",2
"amaranth, powder",2
prebiotics,2
kidney bladder blend,2
california poppy,2
kids probiotic blend,2
"kigelia africana fruit extract, dry",2
"kigelia fruit extract, dry",2
"watermelon extract, powder",2
"watermelon fruit juice, powder",2
white tea,2
"white slippery elm, powder",2
"carline thistle, powder",2
ketogenic blend,2
plant squalene complex,2
"carob extract, powder",2
keto krill oil,2
carob extract,2
"lemon balm, fresh",2
alviolife herbal blend,2
kelp whole grass extract,2
kirkman proprietary probiotic blend,2
amadou,2
kirkman proprietary herbal blend,2
lemon balm supercritical extract,2
carnosyn beta-alanine,2
keraglo,2
"white wheat flour, powder",2
watercress powder,2
amalaki,2
antioxidant boost,2
"keratin peptides, hydrolyzed",2
carnosyn beta alanine,2
premier ph blend,2
"lemon balm leaf extract, powder",2
"calendula, freeze-dried",2
plant enzymes blend,2
"carrot fiber, powder",2
"jurubeba, powder",2
jasmine tea,2
jatoba,2
"java plum, powder",2
java tea,2
"pipsissewa, powder",2
"java tea extract, powder",2
"apple fiber, powder",2
"java tea, powder",2
jerusalem artichoke inulin root powder,2
whole adrenal,2
"lettuce, wild",2
carvacrol,2
"ji xue teng stem extract, dry",2
jiaogulan,2
cardiose,2
"jiaogulan extract, powder",2
jiaogulan leaf extract,2
"apple extract, powder",2
"jiaogulan, powder",2
"tamarind extract, powder",2
"jatamansi rhizome extract, dry",2
"white slippery elm bark extract, powder",2
"lemon verbena leaf extract, dry",2
jasmine pearls tea,2
aqtiv,2
alpha-hydroxyisocaproic acid,2
probiotic culture blend,2
vitexin,2
"jaborandi leaf extract, dry",2
apricot powder,2
"jamaican dogwood, powder",2
"apricot extract, powder",2
"jamaican quassia bark extract, dry",2
liboost,2
theobroma cacao extract,2
leangbb,2
probiotic bio-complex,2
pippali,2
"japanese knotweed rhizome, root extract",2
"tai zi shen root extract, dry",2
cardiophyto blend,2
vo2 max support blend,2
prebiotic and probiotic blend,2
"jie geng root extract, dry",2
"jin qian cao herb extract, dry",2
proascorb c,2
"jin ying zi fruit extract, dry",2
"jujube extract, powder",2
cardiovascular liver detox blend,2
calcium-magnesium inositol hexaphosphate,2
carrot root extract,2
plant concentrate blend,2
apple cider extract,2
"jujube, powder",2
"lemongrass stalk extract, dry",2
"wang bu liu xing seed extract, dry",2
pro g3 recovery fuel,2
juniper berry,2
plant derived fulvic trace mineral complex,2
lemongrass,2
"leek, powder",2
"carrot juice, powder",2
"lemon, freeze-dried",2
prince ginseng extract,2
"juniper oil, wild",2
"lemon vervain, powder",2
"lentil pea, powder",2
jujube (ziziphus jujuba) (fruit) extract,2
"jue ming zi seed extract, dry",2
joint health blend,2
cartilage,2
"jing jie herb extract, dry",2
apple extract,2
"tarragon, powder",2
wakame powder,2
"pitahaya fruit extract, dry",2
joint complex,2
joint complex blend,2
lepticore,2
pro-culture support,2
"ziziphus jujuba seed extract, dry",2
pro-resolving mediators,2
joint mobility blend,2
"pitahaya leaf extract, dry",2
"carrot, freeze-dried",2
"walnut bark extract, powder",2
apple cider vinegar fruit complex,2
"walnut, powder",2
igob 131,2
lit advanced formula,2
avocado powder,2
plexus slim blend,2
"western red cedar leaf extract, dry",2
allolive,2
3-acetyl-7-oxo-dehydroepiandrosterone,2
lady s mantle,2
lycopene extract,2
"hibiscus extract, powder",2
"taurine, powder",2
proprietary vegan amino acid blend,2
astragalus membranaceus,2
"violet, powder",2
hica,2
lycium fruit extract,2
"wild cherry, powder",2
omega fish oil,2
full spectrum ph protease blend,2
proprietary synergistic blend,2
lyc-o-mato tomato extract,2
proprietary super antioxidant blend,2
wild cherry fruit extract,2
cacao,2
hesperetin,2
virgin coconut oil,2
zinc chelate,2
"cha de bugre extract, powder",2
organic bitter melon extract,2
prostaprotect plus,2
prostaphil2,2
"phaseolus seed extract, dry, ripe",2
lysozyme hydrochloride,2
cabbage powder,2
proprietary xe trm energy blend,2
proprietary xe trm digestive blend,2
allium blend,2
zinc carnosine,2
"cabbage, powder",2
phellodendron amurense bark extract,2
"hercampuri extract, powder",2
"hercampuri, powder",2
hereditum lc40,2
hericium erinaceus,2
"ceylon cinnamon, fermented, powder",2
"hericium erinaceus mushroom, powder",2
omega-3 ala,2
viri men blend,2
prostate support,2
"luo bu ma leaf extract, dry",2
testrothione proprietary blend,2
anterior pituitary gland,2
potassium phosphate,2
phosphatidyl choline complex,2
phosphatidyl inositol,2
"cereus inflorescense extract, dry",2
"kudzu vine, powder",2
proprietary plant extract blend,2
"kudzu vine root extract, powder",2
aspartic acid,2
holy basil supercritical co2 extract,2
aloe isolate,2
cereboost,2
wild blueberry blend,2
honey powder,2
omega-3 lysine complex,2
"swedish flower pollen extract, powder",2
asparagus racemosus,2
"honey, pure",2
"lungwort, powder",2
holy basil aerial parts extract,2
proprietary sleep blend,2
"luo han guo fruit extract, dry",2
"lady s mantle, powder",2
carbonyl iron,2
organic beef bone broth concentrate powder,2
"almond, powder",2
certified organic mushroom master blend,2
lutein/zeaxanthin,2
"lutein, zeaxanthin",2
certified organic men s health botanical blend,2
proprietary proteolytic enzyme blend,2
astragaloside iv,2
"lutein, natural",2
lutein eyes blend,2
"cactus grandiflorus stem extract, fresh, undried",2
3 1 1 bcaa blend,2
virtiva,2
lutein ester,2
phosphatidic acid,2
aloe barbadensis concentrate,2
organic 5 defenders extract,2
herbal energy boost,2
"maca root extract, dry",2
proprietary collagen blend,2
"periwinkle, powder",2
organic botanical blend,2
perna canaliculus,2
provinal omega-7 fatty acid,2
healthy hormones botanical blend,2
magnafolate c,2
protykin,2
availom,2
protein-digesting enzyme blend,2
heart,2
amino acid chelated minerals,2
"white quebracho bark extract, dry",2
"persimmon sepals extract, dry",2
protein energy-liberating enzyme blend,2
"persimmon, powder",2
heart healthy fiber blend,2
protein digestion,2
c4 sport performance blend,2
"angelica, powder",2
aurorablue wildcrafted blueberry complex,2
magnesium 2-aminoethanol phosphate,2
health blend,2
postnatal herbal blend,2
"periwinkle leaf extract, dry",2
portulaca oleracea whole herb extract,2
organic broccoli powder,2
zinc bisglycinate,2
"verdolaga, powder",2
"hawthorn berry extract, powder",2
plant-derived enzyme blend,2
periwinkle extract,2
"chamomile, freeze-dried",2
3-o-acetyl-11-keto-beta-boswellic acid,2
l-arginine l-pyroglutamate,2
"avocado concentrate flakes, powder",2
avocado,2
"periwinkle extract, powder",2
verisol b,2
hawthorn leaf and flower extract,2
chamomile flowering head extract,2
hawthorn powder,2
chamomile flower powder,2
portusana,2
"madder, powder",2
"plum extract, powder",2
maca tuber extract,2
superpotency soyagen,2
superpump max proprietary blend,2
"hemp, powder",2
protease sp,2
cabbage extract,2
chaga mushroom blend,2
"cabbage extract, powder",2
organic bitter melon powder,2
vetiver,2
hepatic detoxifying blend,2
hepatic support blend,2
organ complex blend,2
cabbage palm fruit extract,2
"vetiver, powder",2
herb-lax enhanced proprietary blend,2
phase 2 carb controller,2
astrion,2
tauroursodeoxycholic acid sodium,2
"cha de bugre, powder",2
"astragalus, fresh",2
atlantic kelp extract,2
testosurge,2
"chaga, powder",2
atp,2
zinc blend,2
pgx,2
hemoglobin,2
hemp,2
anise extract,2
macularsynergy extra,2
"anise extract, powder",2
l-alpha glycerylphosphorylcholine,2
l-alpha glyceryl phosphoryl choline,2
hemp aerial parts oil extract,2
c8/c10 medium chain triglycerides,2
ph 7.5 vegetable and fruit blend,2
ph balancing blend,2
chaga mushroom sporocarp extract,2
hemp flower extract,2
"tayuya, powder",2
"alkanet, powder",2
"protease, fungal",2
oral probiotic blend,2
organic bacopa powder,2
honeysuckle,2
"honeysuckle, powder",2
artichoke whole extract,2
"artichoke leaf, stem extract",2
hybrid-zyme blend,2
krill oil concentrate,2
proprietary fruit powder blend,2
"artichoke leaf extract, powder",2
"hydrangea extract, powder",2
"calamus, powder",2
"platycodon grandiflorus root extract, dry",2
cedarwood oil,2
artichoke leaf (cynara cardunculus) extract,2
proprietary fruit and vegetable blend,2
calanus oil,2
larch tree extract,2
"vitamin b6, natural",2
hydration recovery blend,2
hydration volume matrix,2
liver support blend,2
aloe vera leaf gel concentrate,2
omega-9 oa,2
artichoke powder,2
phyto men blend,2
hydro q-sorb coenzyme q10,2
hyabest hyaluronic acid,2
"huanarpo macho extract, powder",2
"huanarpo, powder",2
"lobelia aerial parts, seed extract, fresh, undried",2
krill oil/fish oil concentrate,2
asafoetida,2
humicsure,2
omega-7 fatty acids,2
"arugula, powder",2
huperzia serrata aerial parts extract,2
huperzia serrata leaf extract,2
"celandine, powder",2
artist s conk,2
huperzia serrata whole plant extract,2
artinia,2
huperzine a (huperzia serrata) extract,2
"sweet wormwood, powder",2
huperzine complex,2
lj-100,2
larch prebiotic concentrate,2
"tart cherry, freeze-dried",2
proprietary focus blend,2
kudzu vine root extract,2
phytomemory proprietary blend,2
hypothalamus,2
cardio cuts 4.0 cross/over blend,2
hyssop,2
"lithospermum erythrorhizon root extract, dry",2
lithium orotate,2
"american ginseng rhizome, root extract",2
"korean red ginseng, powder",2
phytonutrient powder blend (proprietary),2
hyssop powder,2
phytonutrient powder proprietary blend,2
"aloe vera leaf gel extract, aqueous",2
proprietary colostrum polypeptide blend,2
"vitamin c, natural",2
"lavender aerial parts, flower extract",2
icelandic astalif,2
icelandic kelp,2
icelandic moss,2
"icelandic moss, powder",2
"cayenne fruit extract, dried",2
proprietary digestive support blend,2
therapeutic herbal blend,2
hydrolyzed bovine collagen,2
hydroxypropyl methylcellulose,2
hydrolyzed bovine collagen peptides,2
tart cherry proprietary blend,2
proprietary flax blend,2
liver fractions,2
"white quebracho bark extract, powdered",2
phytocardio proprietary blend,2
"aloe vera leaf gel concentrate, powder",2
artemisia combination glycerite liquid extract,2
"larix arabinogalactan juice, freeze-dried",2
synephrine hydrochloride,2
synergen complex,2
plantfusion lean amino acid infused protein blend,2
proprietary essential amino acid blend,2
"american ginseng root extract, dry",2
cardio antioxidant blend,2
liver balance tcm proprietary blend,2
liver,2
phytodroitin,2
12 strain probiotic blend,2
"vitamin b12, natural",2
"asco, powder",2
"hu zhang root extract, dry",2
"ku shen root extract, dry",2
asian knotweed root extract,2
phosphatidylserine isolate,2
lotus leaf extract,2
"horehound, powder",2
cellular immune support proprietary blend,2
"lophatherum gracile leaf extract, dry",2
proprietary metabolism boost blend,2
"american saffron extract, powder",2
vitagranate,2
"lophathenum gracile leaf extract, dry",2
"horny goat extract, powder",2
"caigua, powder",2
"omega-3, powder",2
"omega-3,6,9 oil blend",2
"sweet potato extract, powder",2
cellular blend,2
asian ginseng (panax ginseng) extract,2
vitality beauty blend,2
sweet potato powder,2
lanconone,2
cellulase blend,2
hu zhang hydroethanolic extract,2
kudzu extract,2
"lu gen root extract, dry",2
hoodia fleshy leaf extract,2
"swedish flower, powder",2
"laggera herb extract, dry",2
omega-3 phospholipid peptide complex,2
aloe vera (aloe barbadensis) extract,2
vitaberry hi orac fruit blend,2
centella aerial parts extract,2
hops aerial parts extract,2
"centaury, powder",2
centaury glycerite liquid extract,2
"lotus, powder",2
"hops flower extract, powder",2
celtic sea salt,2
asparagine,2
"sweet clover, powder",2
"lai fu zi seed extract, dry",2
organic b complex vitamins,2
"american saffron, powder",2
horny goat weed leaf extract,2
organic astaxanthin,2
longjax,2
aloe vera gel concentrate,2
omega-6 la,2
celery seed glycerite liquid extract,2
"celery seed extract, powder",2
zinc oxide,2
phyllanthus niruri,2
ashwagandha blend,2
proprietary immune support blend,2
"horsetail rush, powder",2
lomatium,2
"horsetail, freeze-dried",2
"calaguala extract, powder",2
lobelia powder,2
ashwagandha (withania somnifera) root powder,2
ashwaganda,2
"calaguala, powder",2
"ash, powder",2
calamarine dha omega-3 concentrate,2
"vitamin b1, natural",2
htessence,2
ashwagandha root (withania somnifera) extract,2
"sweet woodruff, powder",2
"long pepper extract, powder",2
"longan, powder",2
proprietary liver support blend,2
"aloe vera gel concentrate, powder",2
proprietary live culture blend,2
vitality boost,2
"phosphorus, natural",2
"potato, dehydrated, powder",2
2-dimethylaminoethanol,2
"sweet violet leaf extract, dry",2
potatodaat,2
long pepper fruit extract,2
"vitality, metabolic and endocrine support blend",2
"aloe vera gel, powder",2
celery3nb celery seed extract,2
"horseradish extract, powder",2
ashwagandha root powder,2
pleurisy,2
"horseradish, powder",2
ashwagandha root glycerite liquid extract,2
sustained release energize formula,2
"uva-ursi, freeze-dried",2
"red vine, powder",2
"echinacea herb extract, powder",2
"collagen type ii, hydrolyzed",2
"echinacea angustifolia root extract, powder",2
secoisolariciresinol diglycoside,2
echinacea blend,2
nitro-amino matrix,2
echinacea extract blend,2
other omega 3 fatty acids,2
echinacea herb extract,2
nitrorocket,2
echinacea pallida,2
triple guard echinacea blend,2
black cumin,2
abalife,2
echinacea purpurea aerial part extract,2
"muscadine grape, powder",2
"echinacea purpurea extract, powder",2
seabuckthorn fruit oil,2
total body health probiotic blend,2
organic inulin,2
sea vegetable complex,2
